user_id,employee_name,role,email,days_active,total_lifetime_hours,total_activity,login_count,unique_pcs,file_access_count,file_copy_count,removable_uploads,removable_downloads,decoy_access_count,after_hours_activity,weekend_activity,email_sent_count,total_email_size,attachment_count,device_activity_count,device_connect_count,device_disconnect_count,device_unique_pcs,device_after_hours,device_weekend_usage,avg_session_duration,window_7_days,window_30_days,baseline_90_days,login_per_day,avg_active_hours_per_day,device_usage_per_day,file_access_per_day,file_copy_per_day,email_sent_per_day,usb_upload_per_day,usb_download_per_day,device_connect_per_day,device_disconnect_per_day,decoy_access_per_day,activity_per_day,actions_per_hour,avg_email_size,connect_disconnect_ratio,drift_7d_vs_30d,drift_30d_vs_90d,anomaly_score,prediction,risk_score,explanation,prediction_label,severity
JDM1042,Jacqueline Destiny Myers,SecurityGuard,Jacqueline.Destiny.Myers@dtaa.com,502.0,4721.0,39436.0,1003.0,22.0,12296.0,4009.0,3661.0,6793.0,1842.0,701.0,439.0,2367.0,1198302000.0,1357.0,8606.0,4312.0,4294.0,1.0,758.0,2343.0,0.23723193,347,1651,5219,2.0,9.4,17.14,24.49,7.99,4.72,7.29,13.53,8.59,8.55,3.67,78.56,8.35,506253.47,1.0,0.9,0.95,-0.7225681731458728,-1,100.0,"Unusual behavior pattern detected (weekend device usage, after-hours device usage, weekend system usage).",Anomaly,Critical
ABD3426,Arden Brendan Dorsey,Salesman,Arden.Brendan.Dorsey@dtaa.com,471.0,4049.0,38963.0,942.0,32.0,11434.0,5158.0,3936.0,6472.0,1026.0,613.0,323.0,2429.0,1211491700.0,1390.0,7979.0,4000.0,3979.0,1.0,912.0,1742.0,0.21041761,345,1593,5022,2.0,8.6,16.94,24.28,10.95,5.16,8.36,13.74,8.49,8.45,2.18,82.72,9.62,498761.53,1.01,0.93,0.95,-0.7505308331355449,-1,100.0,"Unusual behavior pattern detected (weekend device usage, daily file copies, daily USB downloads).",Anomaly,Critical
JCL0446,Josiah Colorado Lyons,NursePractitioner,Josiah.Colorado.Lyons@dtaa.com,366.0,3558.0,29000.0,714.0,12.0,8694.0,3928.0,2957.0,4943.0,794.0,536.0,16.0,1117.0,297223780.0,285.0,6111.0,3064.0,3047.0,1.0,721.0,0.0,0.24618135,277,1142,3362,1.95,9.72,16.7,23.75,10.73,3.05,8.08,13.51,8.37,8.33,2.17,79.23,8.15,266091.12,1.01,1.04,1.02,-0.7269486399687852,-1,100.0,"Unusual behavior pattern detected (after-hours device usage, daily file copies, daily USB uploads).",Anomaly,Critical
CTB3481,Carlos Tanek Buchanan,Supervisor,Carlos.Tanek.Buchanan@dtaa.com,356.0,3319.0,8688.0,651.0,17.0,429.0,202.0,139.0,241.0,49.0,567.0,0.0,353.0,255903660.0,307.0,6106.0,3061.0,3045.0,1.0,625.0,0.0,0.25740469,119,495,1513,1.83,9.32,17.15,1.21,0.57,0.99,0.39,0.68,8.6,8.55,0.14,24.4,2.62,724939.6,1.01,1.03,0.98,-0.7447605025872818,-1,100.0,"Unusual behavior pattern detected (daily device usage frequency, daily device disconnections, after-hours device usage).",Anomaly,Critical
ATT1191,Angela Teegan Torres,TestEngineer,Angela.Teegan.Torres@dtaa.com,487.0,3855.0,37230.0,487.0,1.0,11131.0,5015.0,3720.0,6423.0,988.0,487.0,252.0,1630.0,330960830.0,323.0,8337.0,4179.0,4158.0,1.0,471.0,2140.0,0.22256474,423,1514,4454,1.0,7.92,17.12,22.86,10.3,3.35,7.64,13.19,8.58,8.54,2.03,76.45,9.66,203043.45,1.01,1.2,1.02,-0.7148494703016485,-1,100.0,"Unusual behavior pattern detected (weekend device usage, daily file copies, daily USB downloads).",Anomaly,Critical
MEW1406,Malik Emerson Whitfield,MechanicalEngineer,Malik.Emerson.Whitfield@dtaa.com,356.0,3158.0,29512.0,657.0,18.0,8918.0,4062.0,3045.0,5086.0,787.0,378.0,0.0,1225.0,227489330.0,215.0,6141.0,3077.0,3064.0,1.0,1006.0,0.0,0.2236741,275,1155,3482,1.85,8.87,17.25,25.05,11.41,3.44,8.55,14.29,8.64,8.61,2.21,82.9,9.35,185705.58,1.0,1.02,1.0,-0.7268098651313475,-1,100.0,"Unusual behavior pattern detected (after-hours device usage, daily file copies, daily USB downloads).",Anomaly,Critical
JHK3122,James Harper Kennedy,Physicist,James.Harper.Kennedy@dtaa.com,362.0,3056.0,28641.0,692.0,11.0,8611.0,3799.0,2843.0,4922.0,846.0,453.0,8.0,1206.0,760116400.0,825.0,6115.0,3065.0,3050.0,1.0,1800.0,0.0,0.21640593,266,1167,3438,1.91,8.44,16.89,23.79,10.49,3.33,7.85,13.6,8.47,8.43,2.34,79.12,9.37,630278.94,1.0,0.98,1.02,-0.786631460040259,-1,100.0,"Unusual behavior pattern detected (after-hours device usage, daily device disconnections, daily device usage frequency).",Anomaly,Critical
CJM0273,Christopher Jerome Mueller,ComputerScientist,Christopher.Jerome.Mueller@dtaa.com,507.0,4644.0,40693.0,548.0,39.0,12420.0,5664.0,4229.0,7045.0,1146.0,515.0,314.0,1576.0,817609600.0,914.0,8696.0,4355.0,4341.0,1.0,1124.0,2518.0,0.25225613,400,1633,4773,1.08,9.16,17.15,24.5,11.17,3.11,8.34,13.9,8.59,8.56,2.26,80.26,8.76,518787.8,1.0,1.05,1.03,-0.6879601680437063,-1,100.0,"Unusual behavior pattern detected (weekend device usage, after-hours device usage, daily file copies).",Anomaly,Critical
VJB1928,Vanna Jaden Brennan,SoftwareDeveloper,Vanna.Jaden.Brennan@dtaa.com,356.0,3002.0,24739.0,356.0,1.0,7406.0,3253.0,2399.0,4330.0,677.0,356.0,0.0,1080.0,172331650.0,190.0,5559.0,2786.0,2773.0,1.0,698.0,0.0,0.25205228,237,981,2960,1.0,8.43,15.62,20.8,9.14,3.03,6.74,12.16,7.83,7.79,1.9,69.49,8.24,159566.34,1.0,1.03,0.99,-0.7451681965418808,-1,100.0,"Unusual behavior pattern detected (after-hours device usage, daily device usage frequency, daily device disconnections).",Anomaly,Critical
ISR0021,Isabella Samantha Rogers,HumanResourceSpecialist,Isabella.Samantha.Rogers@dtaa.com,356.0,1675.0,2502.0,394.0,36.0,411.0,0.0,0.0,0.0,411.0,362.0,0.0,1335.0,781610200.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,294,884,1.11,4.71,0.0,1.15,0.0,3.75,0.0,0.0,0.0,0.0,1.15,7.03,1.49,585475.8,0.0,1.0,1.0,-0.5934624836206774,-1,100.0,"Unusual behavior pattern detected (daily logins, number of unique PCs accessed, daily file accesses).",Anomaly,Critical
CEC1352,Christine Elaine Christian,Scientist,Christine.Elaine.Christian@dtaa.com,375.0,2955.0,28684.0,433.0,59.0,8780.0,3525.0,2987.0,4972.0,821.0,384.0,20.0,1154.0,240165800.0,239.0,6449.0,3233.0,3216.0,1.0,743.0,170.0,0.21980557,294,1131,3441,1.15,7.88,17.2,23.41,9.4,3.08,7.97,13.26,8.62,8.58,2.19,76.49,9.71,208115.94,1.01,1.11,0.99,-0.7187693040007004,-1,100.0,"Unusual behavior pattern detected (daily USB uploads, intensity of actions per hour, daily file copies).",Anomaly,Critical
NJM0440,Nolan Jelani Merritt,PurchasingClerk,Nolan.Jelani.Merritt@dtaa.com,356.0,3013.0,11224.0,748.0,87.0,1109.0,496.0,361.0,645.0,103.0,382.0,0.0,1330.0,889990200.0,906.0,6153.0,3082.0,3071.0,1.0,952.0,0.0,0.20097119,169,728,2152,2.1,8.46,17.28,3.12,1.39,3.74,1.01,1.81,8.66,8.63,0.29,31.53,3.73,669165.56,1.0,0.99,1.01,-0.6123256776753307,-1,100.0,"Unusual behavior pattern detected (daily file copies, daily device connections, daily device disconnections).",Anomaly,Critical
HAG3196,Hall Aladdin Gardner,Mathematician,Hall.Aladdin.Gardner@dtaa.com,437.0,3411.0,34379.0,872.0,73.0,10223.0,4614.0,3468.0,5860.0,895.0,479.0,239.0,1361.0,293080600.0,291.0,7502.0,3758.0,3744.0,1.0,1740.0,1256.0,0.19692127,434,1443,4354,2.0,7.81,17.17,23.39,10.56,3.11,7.94,13.41,8.6,8.57,2.05,78.67,10.08,215342.1,1.0,1.29,0.99,-0.7053543213133955,-1,100.0,"Unusual behavior pattern detected (weekend device usage, after-hours device usage, intensity of actions per hour).",Anomaly,Critical
LJC0191,Louis Jarrod Collins,MaterialsEngineer,Louis.Jarrod.Collins@dtaa.com,394.0,2597.0,20041.0,797.0,81.0,6910.0,3151.0,2364.0,3933.0,613.0,811.0,249.0,1228.0,296746750.0,282.0,847.0,425.0,422.0,1.0,134.0,160.0,0.5776685,281,839,2363,2.02,6.59,2.15,17.54,8.0,3.12,6.0,9.98,1.08,1.07,1.56,50.87,7.72,241650.45,1.01,1.43,1.07,-0.7350364843948906,-1,100.0,"Unusual behavior pattern detected (daily file copies, daily USB uploads, daily USB downloads).",Anomaly,Critical
BJE0351,Blake John English,Engineer,Blake.John.English@dtaa.com,285.0,1995.0,7865.0,500.0,1.0,1907.0,839.0,607.0,1114.0,186.0,285.0,8.0,872.0,728565700.0,780.0,1741.0,873.0,868.0,1.0,276.0,14.0,0.3583695,140,553,1484,1.75,7.0,6.11,6.69,2.94,3.06,2.13,3.91,3.06,3.05,0.65,27.6,3.94,835511.1,1.01,1.08,1.12,-0.6038728966644497,-1,100.0,"Unusual behavior pattern detected (daily device disconnections, daily device usage frequency, daily device connections).",Anomaly,Critical
CRM0139,Charlotte Ramona Maxwell,LabManager,Charlotte.Ramona.Maxwell@dtaa.com,402.0,3741.0,28133.0,570.0,97.0,8091.0,3555.0,2712.0,4616.0,763.0,580.0,98.0,1879.0,406256030.0,382.0,6130.0,3073.0,3057.0,1.0,555.0,344.0,0.26753497,276,1161,3468,1.42,9.31,15.25,20.13,8.84,4.67,6.75,11.48,7.64,7.6,1.9,69.98,7.52,216208.64,1.01,1.02,1.0,-0.6526390186079662,-1,100.0,"Unusual behavior pattern detected (weekend device usage, daily file copies, daily USB downloads).",Anomaly,Critical
LLT0291,Lawrence Levi Turner,ElectricalEngineer,Lawrence.Levi.Turner@dtaa.com,440.0,3584.0,33608.0,506.0,1.0,10354.0,4480.0,3317.0,6045.0,992.0,567.0,169.0,1377.0,945716100.0,996.0,6962.0,3488.0,3474.0,1.0,1130.0,1170.0,0.23342675,355,1365,4104,1.15,8.15,15.82,23.53,10.18,3.13,7.54,13.74,7.93,7.9,2.25,76.38,9.38,686794.56,1.0,1.11,1.0,-0.7129862399685244,-1,100.0,"Unusual behavior pattern detected (daily USB downloads, daily file accesses, daily file copies).",Anomaly,Critical
TVS0520,Theodore Vaughan Stafford,WebDeveloper,Theodore.Vaughan.Stafford@dtaa.com,356.0,3260.0,29373.0,419.0,64.0,9342.0,3684.0,3187.0,5117.0,1038.0,384.0,0.0,1103.0,600401340.0,675.0,6137.0,3077.0,3060.0,1.0,642.0,0.0,0.25739086,277,1140,3453,1.18,9.16,17.24,26.24,10.35,3.1,8.95,14.37,8.64,8.6,2.92,82.51,9.01,544334.9,1.01,1.04,0.99,-0.7138394933124421,-1,100.0,"Unusual behavior pattern detected (daily USB uploads, daily file accesses, daily USB downloads).",Anomaly,Critical
AGF0742,Austin Gregory Flores,ComputerProgrammer,Austin.Gregory.Flores@dtaa.com,378.0,3200.0,32309.0,756.0,36.0,10494.0,3643.0,4153.0,5311.0,1030.0,545.0,33.0,1117.0,618613500.0,673.0,6290.0,3158.0,3132.0,1.0,1412.0,84.0,0.20752315,338,1348,3756,2.0,8.47,16.64,27.76,9.64,2.96,10.99,14.05,8.35,8.29,2.72,85.47,10.1,553816.94,1.01,1.07,1.08,-0.749012728394,-1,100.0,"Unusual behavior pattern detected (daily USB uploads, daily file accesses, activity per day).",Anomaly,Critical
SDH2394,Shaeleigh Darryl Hill,ChiefEngineer,Shaeleigh.Darryl.Hill@dtaa.com,490.0,4850.0,42645.0,596.0,96.0,13882.0,4339.0,5296.0,6718.0,1868.0,528.0,298.0,2897.0,1906707700.0,1866.0,8389.0,4206.0,4183.0,1.0,1558.0,2182.0,0.26750478,371,1682,5465,1.22,9.9,17.12,28.33,8.86,5.91,10.81,13.71,8.58,8.54,3.81,87.03,8.79,658166.25,1.01,0.94,0.92,-0.7130958116991889,-1,100.0,"Unusual behavior pattern detected (weekend device usage, after-hours device usage, daily USB uploads).",Anomaly,Critical
JSN0214,Jeanette Shafira Newton,ProjectManager,Jeanette.Shafira.Newton@dtaa.com,328.0,2948.0,25708.0,645.0,55.0,7572.0,3377.0,2569.0,4292.0,711.0,360.0,0.0,1230.0,275130050.0,262.0,5663.0,2838.0,2825.0,1.0,833.0,0.0,0.2341026,321,1183,3517,1.97,8.99,17.27,23.09,10.3,3.75,7.83,13.09,8.65,8.61,2.17,78.38,8.72,223682.95,1.0,1.16,1.01,-0.7198518195879207,-1,100.0,"Unusual behavior pattern detected (daily device disconnections, daily device connections, daily device usage frequency).",Anomaly,Critical
IMC3296,Ifeoma Macey Contreras,ProductionLineWorker,Ifeoma.Macey.Contreras@dtaa.com,487.0,4514.0,39008.0,612.0,102.0,12267.0,5456.0,4309.0,6823.0,1135.0,998.0,318.0,156.0,217048400.0,223.0,8387.0,4205.0,4182.0,1.0,693.0,2177.0,0.27466288,327,1331,3979,1.26,9.27,17.22,25.19,11.2,0.32,8.85,14.01,8.63,8.59,2.33,80.1,8.64,1391335.9,1.01,1.05,1.0,-0.7256117905073147,-1,100.0,"Unusual behavior pattern detected (weekend device usage, daily USB uploads, activity per day).",Anomaly,Critical
KKB1088,Kennan Kermit Barnes,SoftwareEngineer,Kennan.Kermit.Barnes@dtaa.com,382.0,1945.0,9961.0,382.0,1.0,3284.0,1449.0,1121.0,1837.0,326.0,382.0,30.0,1189.0,783963400.0,857.0,317.0,159.0,158.0,1.0,6.0,12.0,0.64886075,97,458,1373,1.0,5.09,0.83,8.6,3.79,3.11,2.93,4.81,0.42,0.41,0.85,26.08,5.12,659346.8,1.01,0.91,1.0,-0.6500431291068516,-1,100.0,"Unusual behavior pattern detected (weekend device usage, daily file copies, daily USB downloads).",Anomaly,Critical
HIP0148,Hedy Ivana Pennington,Manager,Hedy.Ivana.Pennington@dtaa.com,356.0,2745.0,28933.0,653.0,20.0,8567.0,3806.0,2821.0,4899.0,847.0,362.0,0.0,1681.0,1020225000.0,1114.0,6144.0,3078.0,3066.0,1.0,824.0,0.0,0.18816005,293,1240,3676,1.83,7.71,17.26,24.06,10.69,4.72,7.92,13.76,8.65,8.61,2.38,81.27,10.54,606915.56,1.0,1.01,1.01,-0.6662607987327291,-1,100.0,"Unusual behavior pattern detected (daily file copies, intensity of actions per hour, daily USB downloads).",Anomaly,Critical
PLJ1771,Pearl Leslie Johnston,ITAdmin,Pearl.Leslie.Johnston@dtaa.com,157.0,1193.0,2250.0,739.0,432.0,24.0,1.0,1.0,1.0,22.0,898.0,0.0,582.0,142438620.0,151.0,4.0,2.0,2.0,2.0,2.0,0.0,0.08194444,137,468,1257,4.71,7.6,0.03,0.15,0.01,3.71,0.01,0.01,0.01,0.01,0.14,14.33,1.89,244739.9,1.0,1.25,1.12,-0.714371868780788,-1,100.0,"Unusual behavior pattern detected (average device session duration, after-hours system usage, number of unique PCs accessed).",Anomaly,Critical
PMH3484,Patience Montana Horton,FieldServiceEngineer,Patience.Montana.Horton@dtaa.com,356.0,3215.0,10170.0,747.0,101.0,838.0,334.0,246.0,455.0,137.0,383.0,0.0,1071.0,587910000.0,674.0,6096.0,3056.0,3040.0,1.0,664.0,0.0,0.2306619,145,661,1992,2.1,9.03,17.12,2.35,0.94,3.01,0.69,1.28,8.58,8.54,0.38,28.57,3.16,548935.56,1.01,0.94,1.0,-0.7267011996657835,-1,100.0,"Unusual behavior pattern detected (daily device disconnections, daily device usage frequency, daily device connections).",Anomaly,Critical
LRS2996,Lois Rhonda Snow,Manager,Lois.Rhonda.Snow@dtaa.com,357.0,3267.0,29119.0,697.0,47.0,8621.0,3837.0,2868.0,4967.0,786.0,382.0,1.0,1592.0,948993540.0,953.0,6155.0,3086.0,3069.0,1.0,728.0,0.0,0.22540553,295,1221,3658,1.95,9.15,17.24,24.15,10.75,4.46,8.03,13.91,8.64,8.6,2.2,81.57,8.91,596101.44,1.01,1.03,1.0,-0.6641438789120625,-1,99.34463102550255,"Unusual behavior pattern detected (daily file copies, daily USB downloads, daily file accesses).",Anomaly,Critical
HNB2571,Hall Norman Blackburn,WebDeveloper,Hall.Norman.Blackburn@dtaa.com,359.0,3319.0,29104.0,394.0,15.0,8940.0,4061.0,3064.0,5062.0,814.0,407.0,6.0,1077.0,606465860.0,689.0,6099.0,3059.0,3040.0,1.0,419.0,0.0,0.258224,277,1126,3386,1.1,9.25,16.99,24.9,11.31,3.0,8.53,14.1,8.52,8.47,2.27,81.07,8.77,563106.6,1.01,1.05,1.0,-0.7094628298452835,-1,98.89018912065755,"Unusual behavior pattern detected (daily file copies, daily USB downloads, activity per day).",Anomaly,Critical
RPS3617,Ronan Paki Schultz,StockroomClerk,Ronan.Paki.Schultz@dtaa.com,358.0,2720.0,28242.0,389.0,13.0,9007.0,4011.0,3213.0,4972.0,822.0,402.0,2.0,119.0,137804160.0,149.0,6129.0,3071.0,3058.0,1.0,903.0,0.0,0.20677811,220,957,2823,1.09,7.6,17.12,25.16,11.2,0.33,8.97,13.89,8.58,8.54,2.3,78.89,10.38,1158018.1,1.0,0.98,1.02,-0.7065324269368488,-1,98.76708781919271,"Unusual behavior pattern detected (after-hours device usage, daily device disconnections, daily device usage frequency).",Anomaly,Critical
CHM1561,Charity Holly Mcclure,ProductionLineWorker,Charity.Holly.Mcclure@dtaa.com,472.0,4559.0,37092.0,471.0,1.0,11570.0,5253.0,3864.0,6680.0,1026.0,943.0,224.0,157.0,144784590.0,165.0,8154.0,4088.0,4066.0,1.0,1176.0,1956.0,0.28205004,320,1266,3829,1.0,9.66,17.28,24.51,11.13,0.33,8.19,14.15,8.66,8.61,2.17,78.58,8.14,922194.9,1.01,1.08,0.99,-0.7190928514240489,-1,98.32693777277241,"Unusual behavior pattern detected (weekend device usage, after-hours device usage, activity per day).",Anomaly,Critical
BRG3267,Bradley Robert Guthrie,StockroomClerk,Bradley.Robert.Guthrie@dtaa.com,367.0,2789.0,27763.0,433.0,1.0,8868.0,4054.0,3016.0,5080.0,772.0,502.0,17.0,121.0,3586234.0,0.0,5689.0,2848.0,2841.0,1.0,611.0,0.0,0.22516985,208,921,2789,1.18,7.6,15.5,24.16,11.05,0.33,8.22,13.84,7.76,7.74,2.1,75.65,9.95,29638.3,1.0,0.97,0.99,-0.7023175947045124,-1,97.64886965190598,"Unusual behavior pattern detected (daily device disconnections, daily device usage frequency, daily device connections).",Anomaly,Critical
OJT3599,Odysseus Jonathan Tanner,ComputerScientist,Odysseus.Jonathan.Tanner@dtaa.com,109.0,834.0,8064.0,205.0,1.0,2440.0,957.0,818.0,1382.0,240.0,131.0,5.0,304.0,60833670.0,71.0,1827.0,916.0,911.0,1.0,258.0,0.0,0.19049512,248,1157,3300,1.88,7.65,16.76,22.39,8.78,2.79,7.5,12.68,8.4,8.36,2.2,73.98,9.67,200110.77,1.01,0.92,1.05,-0.6778277385277535,-1,97.16998605672498,"Unusual behavior pattern detected (intensity of actions per hour, daily USB downloads, daily file accesses).",Anomaly,Critical
NQO2712,Neil Quentin Ortiz,ElectricalEngineer,Neil.Quentin.Ortiz@dtaa.com,356.0,2719.0,29097.0,684.0,42.0,8815.0,3997.0,3010.0,5020.0,785.0,373.0,0.0,1073.0,629977500.0,674.0,6125.0,3069.0,3056.0,1.0,1536.0,0.0,0.1960506,271,1118,3376,1.92,7.64,17.21,24.76,11.23,3.01,8.46,14.1,8.62,8.58,2.21,81.73,10.7,587117.9,1.0,1.04,0.99,-0.7022696115170773,-1,97.15740027266496,"Unusual behavior pattern detected (daily file copies, intensity of actions per hour, daily USB uploads).",Anomaly,Critical
FAL1867,Francesca Aileen Lawson,HardwareEngineer,Francesca.Aileen.Lawson@dtaa.com,356.0,2979.0,29093.0,632.0,1.0,8873.0,3940.0,3044.0,5018.0,811.0,355.0,0.0,1075.0,529046940.0,628.0,6156.0,3082.0,3074.0,1.0,1201.0,0.0,0.21287318,279,1135,3423,1.78,8.37,17.29,24.92,11.07,3.02,8.55,14.1,8.66,8.63,2.28,81.72,9.77,492136.7,1.0,1.05,0.99,-0.7051343569187479,-1,96.20868409559765,"Unusual behavior pattern detected (after-hours device usage, daily file copies, daily USB downloads).",Anomaly,Critical
QRJ1597,Quinn Roth Jenkins,Salesman,Quinn.Roth.Jenkins@dtaa.com,378.0,2902.0,31743.0,718.0,49.0,9325.0,4160.0,3164.0,5362.0,799.0,424.0,55.0,2052.0,389314430.0,342.0,6538.0,3274.0,3264.0,1.0,1259.0,334.0,0.18834457,304,1285,3944,1.9,7.68,17.3,24.67,11.01,5.43,8.37,14.19,8.66,8.63,2.11,83.98,10.94,189724.38,1.0,1.01,0.98,-0.734337562699211,-1,96.10442108635388,"Unusual behavior pattern detected (daily file copies, intensity of actions per hour, daily USB downloads).",Anomaly,Critical
