user_id,employee_name,role,email,days_active,total_lifetime_hours,total_activity,login_count,login_per_day,unique_pcs,avg_active_hours_per_day,actions_per_hour,after_hours_activity,weekend_activity,file_access_count,file_copy_count,removable_uploads,removable_downloads,decoy_access_count,avg_email_size,email_sent_count,total_email_size,attachment_count,activity_per_day,device_activity_count,device_connect_count,device_disconnect_count,device_unique_pcs,device_after_hours,device_weekend_usage,device_usage_per_day,connect_disconnect_ratio,avg_session_duration,window_7_days,window_30_days,baseline_90_days,drift_7d_vs_30d,drift_30d_vs_90d,file_access_per_day,file_copy_per_day,email_sent_per_day,usb_upload_per_day,usb_download_per_day,device_connect_per_day,device_disconnect_per_day,decoy_access_per_day
JRL2365,Jeanette Rhona Levine,Technician,Jeanette.Rhona.Levine@dtaa.com,356.0,1312.0,1096.0,356.0,1.0,1.0,3.69,0.84,356.0,0.0,16.0,0.0,0.0,0.0,16.0,526857.94,368.0,193883710.0,221.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,107,314,1.0,1.02,0.04,0.0,1.03,0.0,0.0,0.0,0.0,0.04
GJB0850,Grant Jin Baird,StockroomClerk,Grant.Jin.Baird@dtaa.com,356.0,1023.0,1008.0,356.0,1.0,1.0,2.87,0.99,515.0,0.0,6.0,0.0,0.0,0.0,6.0,355092.4,131.0,46517104.0,48.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,63,190,1.09,0.99,0.02,0.0,0.37,0.0,0.0,0.0,0.0,0.02
LMD2804,Lana Myra Davidson,ProductionLineWorker,Lana.Myra.Davidson@dtaa.com,356.0,1014.0,864.0,356.0,1.0,1.0,2.85,0.85,356.0,0.0,23.0,0.0,0.0,0.0,23.0,907645.4,129.0,117086260.0,129.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,64,190,0.94,1.01,0.06,0.0,0.36,0.0,0.0,0.0,0.0,0.06
KMB3003,Kai Melissa Bradford,ChiefEngineer,Kai.Melissa.Bradford@dtaa.com,356.0,1853.0,2860.0,356.0,1.0,1.0,5.21,1.54,356.0,0.0,29.0,0.0,0.0,0.0,29.0,238517.28,2119.0,505418100.0,485.0,8.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,421,1206,1.03,1.05,0.08,0.0,5.95,0.0,0.0,0.0,0.0,0.08
LWV1525,Leila Whilemina Valdez,ProductionLineWorker,Leila.Whilemina.Valdez@dtaa.com,356.0,1400.0,1281.0,744.0,2.09,106.0,3.93,0.92,378.0,0.0,41.0,0.0,0.0,0.0,41.0,1752808.5,118.0,206831410.0,196.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,97,277,1.01,1.05,0.12,0.0,0.33,0.0,0.0,0.0,0.0,0.12
RBB3867,Rebecca Blythe Booker,Mathematician,Rebecca.Blythe.Booker@dtaa.com,356.0,1532.0,1792.0,356.0,1.0,1.0,4.3,1.17,356.0,0.0,0.0,0.0,0.0,0.0,0.0,30248.82,1080.0,32668720.0,0.0,5.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,230,672,1.02,1.03,0.0,0.0,3.03,0.0,0.0,0.0,0.0,0.0
ARF0575,Aiko Rebecca Frost,HardwareEngineer,Aiko.Rebecca.Frost@dtaa.com,356.0,1667.0,2053.0,356.0,1.0,1.0,4.68,1.23,568.0,0.0,57.0,0.0,0.0,0.0,57.0,443273.1,1072.0,475188770.0,533.0,5.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,227,685,1.04,0.99,0.16,0.0,3.01,0.0,0.0,0.0,0.0,0.16
WSC2981,Wyoming Sage Clay,Technician,Wyoming.Sage.Clay@dtaa.com,356.0,1286.0,1108.0,356.0,1.0,1.0,3.61,0.86,356.0,0.0,24.0,0.0,0.0,0.0,24.0,583552.2,372.0,217081400.0,224.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,105,313,1.06,1.01,0.07,0.0,1.04,0.0,0.0,0.0,0.0,0.07
HKT1778,Hilda Kellie Townsend,Scientist,Hilda.Kellie.Townsend@dtaa.com,356.0,2007.0,2941.0,633.0,1.78,1.0,5.64,1.47,370.0,0.0,258.0,95.0,66.0,124.0,68.0,579792.1,1103.0,639510700.0,730.0,8.26,292.0,146.0,146.0,1.0,29.0,0.0,0.82,1.0,0.78357494,66,300,858,0.94,1.05,0.72,0.27,3.1,0.19,0.35,0.41,0.41,0.19
MAS3218,Meredith Anne Solomon,ElectricalEngineer,Meredith.Anne.Solomon@dtaa.com,295.0,1912.0,3576.0,580.0,1.97,13.0,6.48,1.87,385.0,11.0,503.0,209.0,142.0,293.0,68.0,215248.31,879.0,189203280.0,210.0,12.12,585.0,294.0,291.0,1.0,89.0,0.0,1.98,1.01,0.5692717,91,356,966,1.09,1.11,1.71,0.71,2.98,0.48,0.99,1.0,0.99,0.23
MJG2304,Margaret Jennifer Gallagher,Technician,Margaret.Jennifer.Gallagher@dtaa.com,356.0,2106.0,12484.0,729.0,2.05,86.0,5.92,5.93,376.0,0.0,3766.0,1655.0,1219.0,2182.0,365.0,1091113.1,365.0,398256300.0,414.0,35.07,2192.0,1103.0,1089.0,1.0,377.0,0.0,6.16,1.01,0.30401158,119,471,1428,1.08,0.99,10.58,4.65,1.03,3.42,6.13,3.1,3.06,1.03
CCH1508,Charissa Christine Hatfield,ProductionLineWorker,Charissa.Christine.Hatfield@dtaa.com,356.0,1006.0,839.0,356.0,1.0,1.0,2.83,0.83,356.0,0.0,0.0,0.0,0.0,0.0,0.0,31952.94,127.0,4058024.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,62,185,1.04,1.01,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0
HDN2609,Hedy Darryl Noble,ElectricalEngineer,Hedy.Darryl.Noble@dtaa.com,370.0,3361.0,10696.0,756.0,2.04,84.0,9.08,3.18,383.0,28.0,1245.0,150.0,364.0,272.0,609.0,699600.56,1142.0,798943800.0,847.0,28.91,6384.0,3199.0,3185.0,1.0,727.0,160.0,17.25,1.0,0.22829677,166,716,2156,0.99,1.0,3.36,0.41,3.09,0.98,0.74,8.65,8.61,1.65
FCM3926,Fay Cheyenne Mcfadden,StockroomClerk,Fay.Cheyenne.Mcfadden@dtaa.com,356.0,1188.0,7281.0,356.0,1.0,1.0,3.34,6.13,356.0,0.0,2625.0,1180.0,873.0,1493.0,259.0,345834.2,122.0,42191776.0,40.0,20.45,276.0,140.0,136.0,1.0,51.0,0.0,0.78,1.03,0.6453942,102,306,778,1.43,1.18,7.37,3.31,0.34,2.45,4.19,0.39,0.38,0.73
DMR0336,Deborah Marcia Richards,StockroomClerk,Deborah.Marcia.Richards@dtaa.com,356.0,1013.0,833.0,356.0,1.0,1.0,2.85,0.82,356.0,0.0,0.0,0.0,0.0,0.0,0.0,30003.34,121.0,3630404.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,62,188,1.04,0.99,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0
XAB0936,Xyla Alea Berg,Technician,Xyla.Alea.Berg@dtaa.com,161.0,765.0,1343.0,296.0,1.84,10.0,4.75,1.76,164.0,0.0,314.0,75.0,69.0,131.0,114.0,923701.25,163.0,150563310.0,175.0,8.34,131.0,66.0,65.0,1.0,32.0,0.0,0.81,1.02,0.5171282,59,215,553,1.17,1.17,1.95,0.47,1.01,0.43,0.81,0.41,0.4,0.71
LCB2041,Lucius Cole Buckley,Physicist,Lucius.Cole.Buckley@dtaa.com,356.0,1532.0,1809.0,356.0,1.0,1.0,4.3,1.18,356.0,0.0,0.0,0.0,0.0,0.0,0.0,30174.97,1097.0,33101940.0,0.0,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,231,671,1.02,1.03,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0
ZJB0552,Zahir Jakeem Boyd,ElectricalEngineer,Zahir.Jakeem.Boyd@dtaa.com,356.0,1731.0,2173.0,356.0,1.0,1.0,4.86,1.26,712.0,0.0,14.0,0.0,0.0,0.0,14.0,214764.94,1091.0,234308540.0,255.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,232,686,1.01,1.01,0.04,0.0,3.06,0.0,0.0,0.0,0.0,0.04
AKP3573,Alea Kameko Phillips,ElectricalEngineer,Alea.Kameko.Phillips@dtaa.com,246.0,1099.0,1247.0,246.0,1.0,1.0,4.47,1.13,246.0,0.0,17.0,0.0,0.0,0.0,17.0,376418.16,738.0,277796600.0,310.0,5.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,221,683,1.28,0.97,0.07,0.0,3.0,0.0,0.0,0.0,0.0,0.07
JRA0522,Jade Rebekah Austin,TechnicalWriter,Jade.Rebekah.Austin@dtaa.com,356.0,1585.0,1801.0,356.0,1.0,1.0,4.45,1.14,356.0,0.0,18.0,0.0,0.0,0.0,18.0,194863.4,1071.0,208698690.0,192.0,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,230,686,1.02,1.01,0.05,0.0,3.01,0.0,0.0,0.0,0.0,0.05
RLS1738,Rhea Lydia Stein,FieldServiceEngineer,Rhea.Lydia.Stein@dtaa.com,356.0,1744.0,1947.0,449.0,1.26,85.0,4.9,1.12,358.0,0.0,49.0,0.0,0.0,0.0,49.0,631482.44,1091.0,688947300.0,674.0,5.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,244,726,1.0,1.01,0.14,0.0,3.06,0.0,0.0,0.0,0.0,0.14
CWK2870,Cullen Walter Klein,ProductionLineWorker,Cullen.Walter.Klein@dtaa.com,356.0,1281.0,1144.0,659.0,1.85,23.0,3.6,0.89,364.0,0.0,11.0,0.0,0.0,0.0,11.0,1219785.2,110.0,134176376.0,143.0,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,79,246,1.03,0.96,0.03,0.0,0.31,0.0,0.0,0.0,0.0,0.03
BRH1107,Brynne Ramona Hendrix,ElectricalEngineer,Brynne.Ramona.Hendrix@dtaa.com,356.0,1631.0,1791.0,356.0,1.0,1.0,4.58,1.1,356.0,0.0,27.0,0.0,0.0,0.0,27.0,399344.84,1052.0,420110800.0,477.0,5.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,234,691,1.01,1.02,0.08,0.0,2.96,0.0,0.0,0.0,0.0,0.08
TEF3555,Thomas Edward Ferguson,Mathematician,Thomas.Edward.Ferguson@dtaa.com,356.0,1629.0,1814.0,356.0,1.0,1.0,4.58,1.11,356.0,0.0,0.0,0.0,0.0,0.0,0.0,29540.14,1102.0,32553228.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,220,682,1.03,0.97,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0
GEH0420,Gillian Eliana Hill,Technician,Gillian.Eliana.Hill@dtaa.com,356.0,1283.0,1102.0,356.0,1.0,1.0,3.6,0.86,356.0,0.0,21.0,0.0,0.0,0.0,21.0,460236.53,369.0,169827280.0,206.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,103,317,0.96,0.97,0.06,0.0,1.04,0.0,0.0,0.0,0.0,0.06
VCV2521,Vivien Carly Vaughan,ComputerScientist,Vivien.Carly.Vaughan@dtaa.com,356.0,2416.0,11104.0,747.0,2.1,109.0,6.79,4.6,382.0,0.0,2854.0,1295.0,991.0,1596.0,267.0,800054.56,1090.0,872059460.0,905.0,31.19,2149.0,1080.0,1069.0,1.0,303.0,0.0,6.04,1.01,0.34677893,141,572,1616,1.06,1.06,8.02,3.64,3.06,2.78,4.48,3.03,3.0,0.75
LJR0253,Lisandra Jane Reid,TechnicalWriter,Lisandra.Jane.Reid@dtaa.com,356.0,1571.0,1831.0,356.0,1.0,1.0,4.41,1.17,356.0,0.0,0.0,0.0,0.0,0.0,0.0,30254.46,1119.0,33854736.0,0.0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,218,667,0.92,0.98,0.0,0.0,3.14,0.0,0.0,0.0,0.0,0.0
RPH2326,Robert Peter Hull,Salesman,Robert.Peter.Hull@dtaa.com,356.0,3266.0,10693.0,370.0,1.04,15.0,9.17,3.27,376.0,0.0,861.0,376.0,266.0,507.0,88.0,185359.95,1797.0,333091840.0,309.0,30.04,6140.0,3079.0,3061.0,1.0,1157.0,0.0,17.25,1.01,0.25070357,175,726,2295,1.03,0.95,2.42,1.06,5.05,0.75,1.42,8.65,8.6,0.25
FJO1828,Fitzgerald Justin Oliver,MechanicalEngineer,Fitzgerald.Justin.Oliver@dtaa.com,364.0,2204.0,4814.0,756.0,2.08,65.0,6.05,2.18,489.0,10.0,881.0,376.0,275.0,503.0,103.0,768627.4,1237.0,950792060.0,993.0,13.23,297.0,149.0,148.0,1.0,29.0,0.0,0.82,1.01,0.597378,100,380,1086,1.13,1.05,2.42,1.03,3.4,0.76,1.38,0.41,0.41,0.28
JIG1936,Janna Ima Gibbs,WebDeveloper,Janna.Ima.Gibbs@dtaa.com,356.0,1591.0,1786.0,356.0,1.0,1.0,4.47,1.12,356.0,0.0,0.0,0.0,0.0,0.0,0.0,30213.07,1074.0,32448840.0,0.0,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,231,689,1.02,1.01,0.0,0.0,3.02,0.0,0.0,0.0,0.0,0.0
OAS0991,Odette Aileen Slater,Manager,Odette.Aileen.Slater@dtaa.com,356.0,1916.0,2745.0,634.0,1.78,1.0,5.38,1.43,355.0,0.0,95.0,0.0,0.0,0.0,95.0,665152.9,1661.0,1104819000.0,1385.0,7.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,336,1049,1.07,0.96,0.27,0.0,4.67,0.0,0.0,0.0,0.0,0.27
CRT2273,Caleb Rooney Thomas,Salesman,Caleb.Rooney.Thomas@dtaa.com,356.0,1804.0,2586.0,356.0,1.0,1.0,5.07,1.43,356.0,0.0,42.0,0.0,0.0,0.0,42.0,483282.0,1832.0,885372600.0,782.0,7.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,352,1048,0.97,1.01,0.12,0.0,5.15,0.0,0.0,0.0,0.0,0.12
KGR2815,Karen Germane Rosa,ProductionLineWorker,Karen.Germane.Rosa@dtaa.com,356.0,1008.0,843.0,356.0,1.0,1.0,2.83,0.84,356.0,0.0,1.0,0.0,0.0,0.0,1.0,468284.1,130.0,60876930.0,65.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,63,188,1.02,1.01,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0
ACH1910,Aurora Celeste Hogan,Mathematician,Aurora.Celeste.Hogan@dtaa.com,451.0,2371.0,2453.0,893.0,1.98,68.0,5.26,1.03,66.0,263.0,127.0,0.0,0.0,0.0,127.0,872256.6,1367.0,1192374800.0,1207.0,5.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,365,1054,1.17,1.04,0.28,0.0,3.03,0.0,0.0,0.0,0.0,0.28
WDS2197,Whoopi Daryl Stevens,ProductionLineWorker,Whoopi.Daryl.Stevens@dtaa.com,356.0,1705.0,5356.0,738.0,2.07,88.0,4.79,3.14,383.0,0.0,1417.0,660.0,464.0,833.0,120.0,1393970.4,120.0,167276450.0,180.0,15.04,741.0,372.0,369.0,1.0,160.0,0.0,2.08,1.01,0.47958824,36,183,607,0.84,0.9,3.98,1.85,0.34,1.3,2.34,1.04,1.04,0.34
TJM0328,Tobias James Meadows,MechanicalEngineer,Tobias.James.Meadows@dtaa.com,356.0,1615.0,1824.0,356.0,1.0,1.0,4.54,1.13,356.0,0.0,0.0,0.0,0.0,0.0,0.0,29871.54,1112.0,33217152.0,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,231,676,1.02,1.03,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0
JJS2973,Jessamine Jena Stuart,Technician,Jessamine.Jena.Stuart@dtaa.com,463.0,1646.0,1420.0,463.0,1.0,1.0,3.56,0.86,463.0,212.0,13.0,0.0,0.0,0.0,13.0,226468.48,481.0,108931340.0,133.0,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,136,415,0.94,0.98,0.03,0.0,1.04,0.0,0.0,0.0,0.0,0.03
UDW0487,Ulla Daryl Willis,SoftwareQualityEngineer,Ulla.Daryl.Willis@dtaa.com,356.0,1264.0,1096.0,356.0,1.0,1.0,3.55,0.87,356.0,0.0,12.0,0.0,0.0,0.0,12.0,365667.0,372.0,136028130.0,165.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,105,315,1.02,1.0,0.03,0.0,1.04,0.0,0.0,0.0,0.0,0.03
SHB2106,Sydnee Hyacinth Bullock,MaterialsEngineer,Sydnee.Hyacinth.Bullock@dtaa.com,356.0,1705.0,2164.0,356.0,1.0,1.0,4.79,1.27,712.0,0.0,0.0,0.0,0.0,0.0,0.0,30257.25,1096.0,33161946.0,0.0,6.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,222,679,1.06,0.98,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0
PCT1234,Phillip Cody Turner,ElectricalEngineer,Phillip.Cody.Turner@dtaa.com,229.0,1178.0,1378.0,407.0,1.78,1.0,5.14,1.17,229.0,0.0,43.0,0.0,0.0,0.0,43.0,793098.8,699.0,554376060.0,587.0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,272,742,1.09,1.1,0.19,0.0,3.05,0.0,0.0,0.0,0.0,0.19
KAV2926,Kirby Aiko Vaughan,Technician,Kirby.Aiko.Vaughan@dtaa.com,360.0,1350.0,1157.0,387.0,1.08,6.0,3.75,0.86,403.0,5.0,19.0,0.0,0.0,0.0,19.0,667862.9,348.0,232416290.0,289.0,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,115,327,1.0,1.06,0.05,0.0,0.97,0.0,0.0,0.0,0.0,0.05
ADS0763,Alice Deborah Sawyer,WebDeveloper,Alice.Deborah.Sawyer@dtaa.com,356.0,1601.0,1694.0,356.0,1.0,1.0,4.5,1.06,166.0,0.0,83.0,0.0,0.0,0.0,83.0,738244.25,1089.0,803947970.0,886.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,233,694,0.99,1.01,0.23,0.0,3.06,0.0,0.0,0.0,0.0,0.23
SKG1731,Sade Kendall Guthrie,Supervisor,Sade.Kendall.Guthrie@dtaa.com,356.0,1266.0,1092.0,356.0,1.0,1.0,3.56,0.86,356.0,0.0,0.0,0.0,0.0,0.0,0.0,30372.67,380.0,11541615.0,0.0,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,104,308,1.03,1.01,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0
ISJ1479,Imelda Sheila Jimenez,Technician,Imelda.Sheila.Jimenez@dtaa.com,452.0,1969.0,1839.0,904.0,2.0,77.0,4.36,0.93,467.0,297.0,12.0,0.0,0.0,0.0,12.0,245101.8,456.0,111766420.0,111.0,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,170,491,0.96,1.04,0.03,0.0,1.01,0.0,0.0,0.0,0.0,0.03
